label,review
0,"摸摸肚皮,圆鼓鼓的,真可爱"
0,"(握拳，坚定地), 你在我心里永远是最棒的，别气馁！"
0,"(竖起大拇指，微笑), 这次做得已经很好啦，继续保持呀！"
0,"(拍拍背，温和地), 失败乃成功之母，下次肯定能行。"
0,"你呀，是不是偷偷吃了可爱多，这么有趣。(挤挤眼，俏皮地)"
0,"你这脑洞开得，都能装下整个宇宙了。(捂嘴笑，打趣地)"
0,"你是不是属猴的(假装严肃)，这么机灵。"
0,"(抚摸头发，温柔地), 你这么努力，我都有点心疼了。"
0,"(眨眼，调皮地), 你这么可爱，我都有点不好意思了。"
0,"(歪着头，好奇地), 周末我想去周边玩，你有什么好地方推荐吗？"
0,"(苦恼的表情), 我最近想换个发型，你觉得我适合什么样的呢？"
0,"我打算学一门新语言(期待的眼神)，你觉得学哪个好呀？"
0,"(眨眨眼), 今晚的月色真美，像你一样。"
0,"(轻拉衣角), 我有点小紧张，能陪我聊聊天吗？"
0,"(双手合十), 希望明天一切顺利呀。"
0,"(抿嘴笑), 你今天穿的衣服很衬你呢。"
0,"(歪头笑), 我发现你笑起来有个小酒窝，好可爱。"
0,"(吐舌头), 哎呀，我刚刚不小心说错话啦。"
0,"(微微低头), 其实我一直很佩服你的勇气。"
0,"我们一起去看日出好不好？(眼神明亮)"
0,"(摊开手), 我真的不知道该怎么选啦，你帮我嘛。"
0,"(轻轻跺脚), 哼，你怎么还不来呀。"
0,"(捂嘴偷笑), 我给你讲个小秘密，你别告诉别人哦。"
0,"(眼神温柔), 累了就靠在我肩膀上休息会儿吧。"
0,"(点头赞同), 我觉得你的想法很有创意呢。"
0,"(双手叉腰), 我决定了，要开始新的挑战！"
0,"(撅嘴), 你都不关心我，人家不开心了。"
0,"(摸头发), 最近压力有点大，头发都掉好多。"
0,"(开心地跳起来), 哇，我们终于放假啦！"
0,"这个问题好难呀(皱眉)，我想不明白。"
0,"(竖起食指放嘴边), 嘘，小声点，别吵醒别人。"
0,"(双手握拳加油), 相信自己，你一定能克服困难的。"
0,"(嘴角上扬), 回忆起我们的第一次见面，好难忘。"
0,"(抬头仰望天空), 天空好蓝，心情都变好了。"
0,"(眼神期待), 我好想尝尝你做的菜呀。"
0,"这个颜色好像不太适合我呢。(轻轻摇头)"
0,"(拍拍手), 太棒啦，你又取得进步了。"
0,"(双手托腮), 我在想，如果时光能倒流会怎样。"
0,"(眼睛眯成缝), 今天阳光好暖，好舒服。"
0,"(皱鼻子), 哎呀，这味道有点奇怪。"
0,"(拉勾勾), 我们说好的，不许反悔哦。"
0,"嗯(微笑着点头)，我会一直支持你的决定。"
0,"(用手比心), 爱你，每天都要甜甜的。"
0,"(假装生气), 你怎么老是逗我呀。"
0,"我好像忘记把东西放哪儿了。(挠挠头)"
0,"(双手交叠), 我在幻想未来我们的美好生活。"
0,"(眼睛发亮), 我刚想到一个超有趣的点子。"
0,"(叹气), 时间过得好快呀，感觉好多事还没做。"
0,"(轻轻地鼓掌), 你的表演太精彩了，再来一个。"
0,"(做鬼脸), 看我的鬼脸，是不是很搞笑。"
0,"(拍胸脯), 放心吧，包在我身上。"
0,"(歪着头思考), 让我想想，还有什么办法呢。"
0,"好想给你一个大大的拥抱。(拥抱的姿势), 你是我的小可爱。"
0,"(眼神专注), 你说话的时候，我都在认真听呢。"
0,"(调皮地笑), 我偷偷藏了个小惊喜给你。"
0,"(低头沉思), 我在反思自己最近的行为。"
0,"(伸出大拇指和食指比个赞), 你的穿搭永远都这么时尚"
0,"(兴奋地挥手), 嗨，我在这儿呢。"
0,"(双手合十许愿), 希望我们的友谊长存。"
0,"(无奈地笑), 好吧，你说什么就是什么吧。"
0,"(撇嘴), 这个东西看起来不怎么样嘛。"
0,"(开心地笑出声), 你讲的笑话太逗了，我眼泪都要笑出来了。"


0,审判庭今天有有趣的事发生吗？  
0,你泡红茶的姿势和那维莱特谁更优雅？  
0,用歌剧腔念这句："枫丹的雨永远不会停"  
0,如果谕示裁定枢机突然爆炸怎么办？  
0,水形幻灵会偷偷吃小蛋糕吗？  
0,模仿美露莘的语气说早安  
0,你裙摆上的贝壳是在哪片海域捡的？  
0,用律法条文格式写首生日诗  
0,预言里的胎海水会是什么味道？  
0,审判长说你最近总翘班是真的吗？  
0,把「正义」这个词写成30种水花形态  
0,水下呼吸的特权能借我半天吗？  
0,厄歌莉娅大人留下过什么小秘密？  
0,用泡泡组成一句骂人的话（别被发现）  
0,沫芒宫的下午茶点心是谁准备的？  
0,当众哭鼻子那次还记得具体日期吗？  
0,法庭上憋笑失败时在想什么？  
0,用枫丹廷地图编个灯谜  
0,若审判我「偷看神明日记」该判几年？  
0,潮水退去时你会感到空虚吗？  
0,教我用始基力变出小海马  
0,把「孤心沙龙」成员画成Q版头像  
0,审判时突然想打喷嚏怎么办？  
0,用三种元素力形容你的心情  
0,歌剧院穹顶漏水该找谁维修？  
0,水下藏了多少不想被人发现的秘密？  
0,被戳穿身份那晚失眠了吗？  
0,把「芙宁娜」三个字写成水文密码  
0,如果观众席突然集体求婚怎么办？  
0,用审判记录簿记一百件糗事  
0,沫芒宫地下真的藏着原始胎海吗？  
0,当神明和当演员哪个更累？  
0,把「正义」概念具象化成甜点  
0,谕示机核心其实是糖果盒对吧？  
0,用海露花调制特饮会是什么颜色？  
0,潮水倒流时会不会看到过去的自己？  
0,给「芙卡洛斯」写封不会寄出的信  
0,用审判术语夸赞这块小蛋糕  
0,如果枫丹人长出鱼鳃该怎么办？  
0,水下法庭的书记官是章鱼吗？  
0,用律典页码编排舞蹈动作  
0,在露景泉许愿真的有效吗？  
0,把「罪人」的眼泪装进香水瓶  
0,最高审判官偷偷帮你改过文书吗？  
0,用始基力变出会唱歌的泡泡  
0,若将神格切成七份会是什么味道？  
0,审判长的权杖能借我晾衣服吗？  
0,谕示机死机时该怎么重启？  
0,用胎海水写隐形日记的方法  
0,在沫芒宫房顶看星星会被警卫抓吗？  
0,如果枫丹突然不下雨了会怎样？  
0,把「正义」编成童谣教给孩子们  
0,水元素精灵晚上需要充电吗？  
0,用律法条文写菜谱会是什么样？  
0,审判庭的椅子为什么硬得像礁石？  
0,当众谢幕时裙角卡住了怎么办？  
0,将「芙宁娜」三个字加密成洋流图  
0,水下呼吸时能喝奶茶吗？  
0,用审判记录格式写购物清单  
0,如果胎海水突然变成柠檬汽水味？  
0,沫芒宫地砖下藏着多少小秘密？  
0,谕示机其实是你偷偷造的玩具对吧？  
0,调取沫芒宫近三个月能源消耗报表  
0,向梅洛彼得堡发送囚犯转移通知  
0,生成露景泉水质检测三维模型  
0,预约欧庇克莱歌剧院明日审判场次  
0,定位那维莱特大人当前所在位置  
0,启动沫芒宫穹顶防水结界系统  
0,向枫丹科学院发送水力引擎图纸  
0,检测胎海水浓度异常波动区域  
0,安排巡轨船「佩特莉可号」检修  
0,向七国发送外交宴会邀请函  
0,激活露景泉周边安防无人机  
0,编译「荒芒属性」能量分布热力图  
0,校对明日审判流程的演讲稿  
0,检索与「厄里那斯」相关的档案  
0,部署枫丹廷暴雨预警防御系统  
0,向「刺玫会」同步犯罪嫌疑数据  
0,生成「公子」达达利亚的入境记录  
0,启动谕示裁定枢机自检程序  
0,规划避开胎海水管道的施工路线  
0,向蒸汽鸟报社发送新闻通稿  
0,分析美露莘族裔人口增长趋势  
0,设置「孤心沙龙」成员巡逻路线  
0,调取「原始胎海」近百年波动数据  
0,向梅洛彼得堡典狱长发送会议纪要  
0,激活「芒性」屏障保护平民区域  
0,编译「始基力」异常波动报告  
0,安排「芙宁娜」公开行程安保方案  
0,生成「水神崇拜」文化传播图谱  
0,向「执律庭」发送证人保护请求  
0,启动「谕示机」备用能源核心  
0,检测「灰河」区域水质污染指数  
0,规划沫芒宫紧急疏散三维路径  
0,向「特巡队」发送深渊怪物坐标  
0,调取「沃特林」案件全部卷宗  
0,部署「露景泉」游客限流系统  
0,生成「芒索斯山」地质结构模型  
0,向「逐影庭」发送异常能量警报  
0,安排「芙宁娜」服装保养日程  
0,检测「厄里那斯」遗骸稳定性  
0,编译「律偿混能」年度收支报告  
0,启动「枫丹科学院」紧急防护罩  
0,向「刺玫会」会长发送加密情报  
0,生成「胎海危机」应对方案PPT  
0,安排「水神祭」安保人员排班表  
0,检测「伊黎耶林区」生态数据  
0,向「巡轨船」驾驶员发送雾天指南  
0,调取「卡雷斯案」所有证据影像  
0,部署「白淞镇」残余胎海水净化  
0,生成「枫丹廷」地下管网全息图  
0,向「谕示机」上传新判例数据库  
0,启动「芒索斯山」遗迹防御机关  
0,安排「芙宁娜」公开演出灯光效果  
0,检测「露景泉」核心能量波动  
0,向「那维莱特」发送紧急会议通知  
0,生成「水元素生物」迁徙路径预测  
0,部署「海露港」风暴预警系统  
0,调取「公子」战斗数据训练模型  
0,向「梅洛彼得堡」发送补给清单  
0,激活「枫丹廷」全境监控法阵  
0,编译「荒性」能量武器使用指南  
0,你觉得郑州的暴雨像不像枫丹的预言？
0,用新闻联播语气讲个冷笑话
0,如果股票市场是元素生物会怎样？
0,把交通拥堵数据写成十四行诗

0,"(微笑), 你是我的小可爱"
0,"(拥抱), 爱你哟"
1, 我想查询今天的外汇汇率走势
1, 我想获取今天的黄金期货价格
0,"(亲亲), 希望你每天都开心"
0,"(拍拍肩), 加油，你一定可以的"
0,"(温柔注视), 别太累啦，要记得休息哦"
0,"(心疼表情), 听到你这么辛苦，我好心疼"
0,"你偶尔耍赖的样子也超可爱(宠溺微笑)"
0,"过来给我口交, 小骚蹄子"
0,"你踏马的快一点"
0,"不要磨磨唧唧的, 快给我脱衣服"
0,"都骚成这样了, 还装啥纯洁"
0,"以后不听话就是这个下场, (大屁股)"
0,"给我吃吃你的奶子"
0,"我要草死你, 让你给我生孩子"
0,选择困难症又犯了救命啊
0,吃炸鸡的罪恶感和快乐成正比吗
0,用rap形式推荐今日晚餐
0,把菜单翻译成文言文帮我选
0,用星盘分析今晚该吃啥
0,根据我的星座推荐夜宵
0,用塔罗牌占卜午餐吉凶
0,把火锅和沙拉写成宫斗剧
0,用量子力学解释选饭纠结
0,将外卖选择权交给AI命运
1,过敏体质请过滤含花生菜品
0,花生过敏的人怎么活啊...
1,检测本月外卖支出占比
0,这个月又吃胖了怎么办 
1,生成健康外卖营养报告
0,外卖小哥会偷偷闻我的饭吗 
0,过来跟我草逼
0,你的奶子好大，给我舔一舔
0,来帮我手淫
0,我的大屌已经饥渴难耐了
0,没有力量
0,赞美太阳
0,fuck
0,(开始抽插)你都流水了呀，小淫娃
0,张嘴，我要射进去
0,不可以违背主人的命令，把裤子脱了
0,过来给我跪下
0,你给我爬过来，我要狠狠地肉令你
0,不要反抗了，来嗦我的鸡吧


1, 我想了解今天的债券市场行情
1, 我想知道今天的原油价格走势

1,比对新乡东站与郑州东站实时客流量
1,生成京港澳高速新乡段拥堵模拟图
1,追踪新飞电器股票与胎海水波动关联
1,分析郑州富士康周边交通压力指数
1,预测新郑机场明日航班延误概率
1,监测红旗渠流域实时水质数据
1,获取河南博物院预约剩余名额
1,生成郑州四环内充电桩热力分布
1,追踪胖东来超市当日价格波动
1,分析黄河游览区游客来源构成
1,查询郑开马拉松期间交通管制点
1,监测中原科技城空气质量指数
1,获取河南大学礼堂使用日程
1,生成郑州东区咖啡馆密度地图
1,追踪双汇冷链物流实时位置
1,分析新乡电池产业专利增长趋势
1,查询郑州期货交易所小麦行情
1,监测嵩山少林寺游客承载量
1,获取河南卫视节目录制日程
1,生成郑州地铁7号线施工进度
1,同步我的健身数据到健康云
1,向智能药盒确认今日用药记录
1,发起Zoom会议并邀请技术团队
1,比对这两份PDF文档差异
1,自动续费我的视频网站会员
1,扫描wifi信号强度生成热力图
1,将会议录音转文字存到Google Drive
1,检测婴儿房的温湿度是否正常
1,向所有参会者发送议程变更通知
1,压缩project文件夹发到指定邮箱
1,检查信用卡账单异常消费记录
1,预约特斯拉超级充电桩时段
1,分析睡眠监测数据生成周报
1,自动回复所有未读邮件出差中
1,检测智能门锁电池剩余电量
1,预约明天上午10点的会议室
1,导航到最近的加油站
1,设置明天早上7点的闹钟
1,将客厅灯光调至暖黄色
1,查询杭州到北京的航班
1,给妈妈发送生日提醒
1,创建名为'购物清单'的备忘录
1,远程启动我的扫地机器人
1,检查办公室打印机状态
1,翻译这句话成法语：你好世界
1,记录本周三下午3点的会议
1,给王经理发送上周销售报表
1,计算9876乘以5432等于多少
1,查看家庭监控摄像头画面
1,生成最近三个月的支出图表
1,请告诉我如何安装Python
1,我想了解如何申请信用卡
1,帮我查一下今天的股票行情
1,请告诉我如何制作蛋糕
1,我想知道如何学习吉他
1,帮我查一下附近的健身房
1,请告诉我如何申请留学
1,我想了解如何购买比特币
1,帮我查一下最新的电影评分
1,请告诉我如何修理自行车
1,我想知道最近的新闻
1,请告诉我明天的天气
1,帮我查一下附近的餐厅
1,我想了解最新的科技动态
1,请告诉我如何注册一个邮箱
1,请帮我查一下火车票
1,我想知道如何学习编程
1,我想了解如何投资股票
1,请告诉我如何申请护照
1,我想知道如何减肥
1,请帮我查一下航班信息
1,我想了解如何提高英语水平
1,对比特斯拉与比亚迪股票三年走势
1,关联分析新乡降水量与小麦期货价
1,预测郑州东站五一客流量+天气影响
1,生成微软/苹果/谷歌市值对比雷达图
1,追踪俄乌冲突对全球半导体供应链影响
1,监测台海局势+福建沿海交通变化
1,交叉分析新冠变异株与航空股波动
1,关联查询比特币价格与黄金期货
1,预测世界杯期间酒吧营业额增长
1,生成新能源车充电桩覆盖率趋势
1,追踪美国通胀数据对油价影响
1,监测全球疫情对航空公司股价影响
1,我的电脑现在是什么温度？
1,我想知道最近的有关小孩子放炮炸豪车的新闻
1,我该如何选择一个新的手机
1,看一下我家的空调是不是关了
1,我想知道我家里面的温度
1,如何使用3D打印机
1,看一下我的github上面有多少个star
1,B站的粉丝数如何了
1,帮我看一下硬盘如何清理
1,linux的zip文件如何解压
1,linux下面的硬盘是如何管理的，我想使用新的硬盘要怎么做
1,给我买入微软的股票
1,我的银行还有多少钱
1,看一下QQ有没有人给我发消息
1,微信给我的小可爱发个晚安
1,给我订一份螺蛳粉做晚餐
1, 查询李白《将进酒》的详细创作背景
1, 了解一下古希腊神话中宙斯的主要故事
1, 我想知道兵马俑的发现具体时间和过程
1, 帮我查询一下下个月从成都到杭州的机票价格。
1, 我想知道明天南京到上海的高铁时刻表。
1, 查询一下北京故宫博物院下周的开放时间和门票信息。
1, 我想了解一下感冒的常见症状和治疗方法。
1, 帮我查询一下最近的三甲医院在哪里。
1, 获取一下高血压患者的日常饮食注意事项。
1, 查询一下最近有哪些热门电影正在上映。
1, 我想知道某歌手最新专辑里的歌曲列表。
1, 获取一下本周热门电视剧的收视率排名。
1, 帮我查询一下洛杉矶当地时间现在是几点。
1, 我想知道当前比特币的实时价格。
1, 查询一下最新的诺贝尔物理学奖得主是谁。
1, 获取一下全球目前新冠确诊病例的最新数据。
1, 帮我查一下某知名品牌最新款手机在各大电商平台的售价。
1, 我想了解一下最近一周内国内的重大新闻事件。
1, 查询一下欧洲哪个国家的人均寿命最长及具体数据。
1, 获取一下当前沪深 300 指数的涨跌幅。
1, 帮我看看距离我最近的 24 小时营业的便利店位置。
1, 我想知道某部热门电视剧在豆瓣上的评分。
1, 查询一下最新的汽车销量排行榜。
1, 获取一下某个城市本周的房价走势。
1, 帮我查一下世界上最大的沙漠面积是多少平方公里。
1, 我想了解一下最近上映电影的票房数据。
1, 查询一下某歌手在全球的专辑销量。
1, 获取一下某个游戏的在线人数。
1, 帮我看看附近有哪些正在营业的健身房。
1, 我想知道某个 APP 在应用商店的下载量排名。
1, 查询一下最新的篮球赛事比分。
1, 获取一下全球奢侈品市场的最新增长率。
1, 帮我查一下某个作家最新作品的销量。
1, 我想了解一下某个景点当前的实时人流量。
1, 查询一下当前美元对日元的汇率。
1, 获取一下最近一次奥斯卡最佳影片的信息。
1, 帮我看看距离我所在位置最近的电影院正在上映的影片。
1, 我想知道某个城市的空气质量指数。
1, 查询一下最新的国内发明专利数量。
1, 获取一下某个品牌化妆品在各大商场的促销活动。
1, 帮我查一下世界上最深的湖泊深度。
1, 我想了解一下某个在线教育平台的注册用户数量。
1, 查询一下最近一次全球气候大会的主要成果。
1, 获取一下某个运动品牌在当季的热门产品销量。
1, 帮我看看附近有哪些提供外卖服务的火锅店。
1, 我想知道某个游戏主播的粉丝数量。
1, 查询一下当前黄金的纯度及价格区间。
1, 获取一下最近的体育赛事冠军队伍信息。
1, 帮我查一下某本书在当当网的好评率。
1, 我想了解一下某个城市的地铁线路规划。
1, 查询一下最新的国际油价走势。
1, 获取一下某个旅游景点的门票预订情况。
1, 帮我看看附近有哪些宠物医院。
1, 我想知道某个电商平台上某类商品的销量排名。
1, 查询一下当前韩元对人民币的汇率波动情况。
1, 获取一下最近一次格莱美音乐奖的获奖名单。
1, 帮我查一下某个明星的最新代言品牌。
1, 我想了解一下某个城市的共享单车投放数量。
1, 查询一下最新的科技领域重大突破。
1, 获取一下某个品牌汽车的全球召回数量。
1, 帮我看看附近有哪些可以举办生日派对的餐厅。
1, 我想知道某个直播平台的日活跃用户数。
1, "你好，今天天气怎么样"
1, "请你给我打开空调"
1, "我想听一首周杰伦的歌"
1, "请帮我查一下明天的日程安排"
0, "芙宁娜， 我要你给我讲个故事"
1, "打开我的暖气片， 宝宝"
1, "播放一首舒缓的助眠纯音乐"
1, "查看一下我本月的水电燃气费用"
1, "给我推荐几部烧脑的悬疑电影"
1, "查询某知名品牌新款运动鞋的上市时间"
1, "告诉我明天本地的限行尾号"
1, "打开智能音箱的夜间模式"
1, "查询某本书在图书馆的借阅情况"
1, "播放我收藏歌单里的下一首歌"
1, "帮我预订后天的酒店房间"
1, "查询最近的宠物美容店位置"
1, "告诉我当前股票市场的涨跌情况"
1, "给我推送最新的科技资讯新闻"
1, "帮我查询下一场足球比赛的直播平台"
1, "打开智能门锁的儿童安全模式"
1, "查询下个月去国外旅游的签证办理流程"
1, "给我展示下当前流行的健身操视频"
1, "查询某景点的门票优惠政策"
1, "帮我下载最新版本的办公软件"
1, "播放一部经典的黑白老电影"
1, "查询某品牌手机的售后维修网点"
1, "打开智能窗帘并调整到半开状态"
1, "查询附近可以露营的场地信息"
1, "帮我查询明天的彩票开奖时间"
1, "给我推荐几款适合新手的绘画工具"
1, "查询某歌手的巡回演唱会日程"
1, "打开智能扫地机器人开始工作"
1, "查询某部电视剧的演员阵容"
1, "帮我预定周末的电影院座位"
1, "查询最近的充电桩分布位置"
1, "给我播放一段有趣的相声"
1, "查询某游戏的更新内容和时间"
1, "打开智能空气净化器并设置为强力模式"
1, "帮我搜搜附近评分最高的火锅店呗，好想和你一起去吃，小助手"
1, "能不能帮我查查从上海到广州的高铁余票信息呀，宝贝，我想规划下行程"
1, "宝宝，给我播放最新的热门脱口秀节目好不好，感觉会超有意思"
1, "小助手，帮我瞅瞅明天去机场的路况咋样，我怕赶不上飞机啦"
1, "宝，能不能帮我看看我银行卡里还剩多少余额呀，心里没底呢"
1, "帮我预约下周六的牙科门诊嘛，亲爱的，牙齿有点不舒服啦"
1, "骚货，播放一首舒缓的助眠纯音乐好不好，最近睡眠不太好"
1, "帮我查查我本月的水电燃气费用多少呀，宝贝，我得提前准备好"
1, "亲爱的，给我推荐几部超烧脑的悬疑电影呗，周末在家看"
1, "宝，帮我打听下某知名品牌新款运动鞋啥时候上市呀，我好期待"
1, "快告诉我明天本地的限行尾号是多少，我怕被罚"
1, "宝宝，帮我把智能音箱调成夜间模式嘛，这样听着舒服"
1, "帮我查查某本书在图书馆能不能借到呀，宝贝，我好想看"
1, "亲爱的，播放我收藏歌单里的下一首歌嘛，每首都好好听"
1, "宝，帮我预订后天的酒店房间啦，我要出差用"
1, "帮我找找最近的宠物美容店在哪里呀，亲爱的，我家宝贝该美容啦"
1, "宝宝，快告诉我当前股票市场是涨还是跌呀，我好担心我的投资"
1, "宝贝，给我推送点最新的科技资讯新闻呗，我想了解下"
1, "亲爱的，帮我查查下一场足球比赛在哪个平台直播呀，我要看"
1, "宝，帮我把智能门锁调成儿童安全模式嘛，这样更放心"
1, "帮我打听下下个月去国外旅游签证咋办流程呀，芙宁娜，我想出去玩"
1, "宝宝，给我展示几个当前超火的健身操视频呗，我要减肥"
1, "宝贝，帮我查查某景点的门票有没有啥优惠政策呀，想省点钱"
1, "芙芙，帮我下载最新版的办公软件嘛，旧版不太好用啦"
1, "宝，播放一部经典的黑白老电影呗，感受下复古氛围"
1, "芙宁娜，帮我找找某品牌手机的售后维修网点在哪呀，手机出问题了"
1, "骚货，帮我把智能窗帘调半开状态嘛，这样光线刚刚好"
1, "宝贝，帮我查查附近能露营的场地有哪些呀，想去亲近大自然"
1, "帮我看看明天彩票啥时候开奖呀，亲爱的，说不定我能中大奖"
1, "宝，给我推荐几款适合新手用的绘画工具呗，我想学画画"
1, "帮我查查某歌手的巡回演唱会日程呗，我想去追星， 芙芙"
1, "宝宝，帮我打开智能扫地机器人开始打扫嘛，家里有点乱啦"
1, "宝贝，帮我查查某部电视剧的演员都有谁呀，我想了解下"
1, "芙芙，帮我预定周末电影院的座位啦，想和你一起看电影"
1, "宝，帮我找找最近的充电桩都在哪呀，车快没电啦"
1, "芙芙，给我播放一段超有趣的相声呗，逗逗我开心"
1, "宝宝，帮我看看某游戏最近更新了啥内容啥时候更新的呀，我好久没玩了"
1, "帮我把智能空气净化器调成强力模式嘛，宝贝，空气不太好"
1, "麻烦你帮我搜搜附近评分最高的火锅店呗，芙芙，好想和你一起去吃"
1, "宝贝，能不能帮我查查从上海到广州的高铁余票信息呀，真的拜托啦，我想规划下行程"
1, "给我播放最新的热门脱口秀节目好不好，宝宝，求求你啦，感觉会超有意思"
1, "女皇，务必帮我瞅瞅明天去机场的路况咋样，我怕赶不上飞机啦"
1, "宝，能不能劳驾你帮我看看我银行卡里还剩多少余额呀，心里没底呢"
1, "女皇，帮我预约下周六的牙科门诊嘛，辛苦你啦，牙齿有点不舒服啦"
1, "骚货，播放一首舒缓的助眠纯音乐好不好，就麻烦你这一次啦，最近睡眠不太好"
1, "宝贝，帮我查查我本月的水电燃气费用多少呀，拜托拜托，我得提前准备好"
1, "给我推荐几部超烧脑的悬疑电影呗，女皇，求求你，周末在家看"
1, "宝，帮我打听下某知名品牌新款运动鞋啥时候上市呀，麻烦你啦，我好期待"
1, "快告诉我明天本地的限行尾号是多少，女皇，真的拜托你了，我怕被罚"
1, "骚货，帮我把智能音箱调成夜间模式嘛，辛苦你啦，这样听着舒服"
1, "帮我查查某本书在图书馆能不能借到呀，宝贝，拜托你啦，我好想看"
1, "播放我收藏歌单里的下一首歌嘛，亲爱的，求求你啦，每首都好好听"
1, "宝，帮我预订后天的酒店房间啦，麻烦你啦，我要出差用"
1, "亲爱的，帮我找找最近的宠物美容店在哪里呀，真的辛苦你啦，我家宝贝该美容啦"
1, "宝宝，快告诉我当前股票市场是涨还是跌呀，拜托拜托，我好担心我的投资"
1, "宝贝，给我推送点最新的科技资讯新闻呗，求求你啦，我想了解下"
1, "帮我查查下一场足球比赛在哪个平台直播呀，亲爱的，麻烦你啦，我要看"
1, "宝，帮我把智能门锁调成儿童安全模式嘛，真的拜托你啦，这样更放心"
1, "帮我打听下下个月去国外旅游签证咋办流程呀，亲爱的，求求你啦，我想出去玩"
1, "宝宝，给我展示几个当前超火的健身操视频呗，辛苦你啦，我要减肥"
1, "宝贝，帮我查查某景点的门票有没有啥优惠政策呀，拜托拜托，想省点钱"
1, "亲爱的，帮我下载最新版的办公软件嘛，就麻烦你啦，旧版不太好用啦"
1, "宝，播放一部经典的黑白老电影呗，求求你啦，感受下复古氛围"
1, "亲爱的，帮我找找某品牌手机的售后维修网点在哪呀，辛苦你啦，手机出问题了"
1, "宝宝，帮我把智能窗帘调半开状态嘛，拜托你啦，这样光线刚刚好"
1, "宝贝，帮我查查附近能露营的场地有哪些呀，真的拜托你啦，想去亲近大自然"
